,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
50466,9495,2007.0,toyota 4runner,good,6.0,gas,175239.0,automatic,SUV,blue,1.0,2018-12-01,29
50475,21000,2015.0,ram 1500,excellent,8.0,gas,96000.0,automatic,truck,blue,1.0,2018-10-02,24
50478,10780,2012.0,bmw x5,good,6.0,gas,136101.0,automatic,wagon,black,1.0,2018-06-21,27
50480,6995,2013.0,nissan rogue,good,4.0,gas,107170.0,automatic,wagon,black,1.0,2018-12-05,47
50486,25995,2011.0,ram 2500,good,6.0,diesel,150597.0,manual,truck,white,1.0,2019-03-13,18
50488,14995,2011.0,gmc sierra 1500,good,8.0,gas,144122.0,automatic,truck,grey,1.0,2019-01-01,18
50499,17250,2016.0,ford f250 super duty,good,8.0,gas,52000.0,automatic,pickup,white,1.0,2018-07-01,15
50501,10799,2007.0,cadillac escalade,excellent,8.0,gas,132900.0,automatic,truck,white,1.0,2018-11-10,26
50513,5450,2009.0,ford edge,good,6.0,gas,231894.0,automatic,SUV,black,1.0,2018-09-29,81
50517,3850,2005.0,honda cr-v,good,4.0,gas,232996.0,automatic,SUV,brown,1.0,2018-10-10,56
50518,20200,2018.0,nissan frontier crew cab sv,good,6.0,gas,49596.0,other,pickup,black,1.0,2018-08-27,92
50519,13500,2013.0,subaru outback,excellent,4.0,gas,92670.0,automatic,wagon,grey,1.0,2018-08-26,88
50525,24995,2015.0,ford f-150,excellent,6.0,gas,16251.0,automatic,pickup,grey,1.0,2018-10-13,14
50528,13995,2014.0,hyundai santa fe,excellent,6.0,gas,98231.0,automatic,SUV,white,1.0,2018-05-24,26
50529,28000,2014.0,gmc sierra,excellent,8.0,gas,80000.0,automatic,pickup,silver,1.0,2018-06-25,106
50531,25995,2012.0,ram 2500,excellent,8.0,gas,84900.0,automatic,pickup,grey,1.0,2018-10-22,43
50561,4775,2004.0,ford f250,good,8.0,gas,233005.0,automatic,truck,black,1.0,2019-02-20,17
50566,8200,2007.0,ford f250,fair,8.0,gas,208000.0,automatic,pickup,black,1.0,2018-12-04,34
50567,4500,2002.0,chevrolet silverado,good,8.0,gas,200000.0,automatic,truck,green,1.0,2018-08-01,30
50568,3995,2005.0,gmc sierra,excellent,8.0,gas,250000.0,automatic,truck,black,1.0,2018-10-31,19
50570,10500,2010.0,chevrolet silverado,excellent,4.0,gas,190000.0,automatic,truck,white,1.0,2019-04-15,37
50577,18900,2014.0,kia sorento,like new,6.0,gas,66635.0,automatic,SUV,white,1.0,2018-11-21,49
50584,5400,2011.0,chevrolet traverse,good,6.0,gas,180000.0,automatic,SUV,silver,1.0,2018-12-04,202
50586,2250,2003.0,ford escape,good,6.0,gas,228000.0,automatic,SUV,white,1.0,2018-12-29,40
50599,8500,2009.0,chevrolet silverado 1500,good,8.0,gas,134844.0,automatic,pickup,grey,1.0,2018-05-22,41
50613,23300,2016.0,chevrolet colorado,excellent,6.0,gas,7000.0,automatic,truck,silver,1.0,2018-08-15,107
50615,33900,2018.0,chevrolet silverado 1500 crew,good,8.0,gas,11315.0,other,pickup,white,1.0,2019-02-24,24
50616,23700,2018.0,nissan frontier crew cab sv,good,6.0,gas,12901.0,other,pickup,black,1.0,2018-08-28,4
50618,10800,2015.0,toyota camry,excellent,4.0,gas,28150.0,automatic,sedan,black,1.0,2018-06-20,74
50620,25995,2015.0,jeep wrangler unlimited,excellent,6.0,gas,58437.0,manual,SUV,blue,1.0,2019-04-18,12
50647,20995,2013.0,ram 1500,excellent,8.0,gas,96100.0,automatic,truck,white,1.0,2018-05-05,16
50651,14995,2005.0,chevrolet silverado 2500hd,excellent,8.0,diesel,193380.0,automatic,truck,grey,1.0,2018-10-24,37
50653,18995,2004.0,ram 2500,excellent,6.0,diesel,200990.0,other,truck,white,1.0,2018-11-15,59
50654,19995,2013.0,ford expedition,excellent,8.0,gas,104901.0,automatic,SUV,black,1.0,2018-09-21,8
50655,14995,2013.0,honda cr-v,excellent,4.0,gas,60150.0,automatic,wagon,brown,1.0,2018-08-13,16
50658,12995,2013.0,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,1.0,2018-10-16,100
50662,14995,2011.0,ford ranger,excellent,6.0,gas,54200.0,automatic,truck,grey,1.0,2018-07-20,86
50664,76995,2018.0,cadillac escalade,excellent,8.0,gas,4500.0,other,SUV,white,1.0,2018-10-25,21
50666,36995,2018.0,chevrolet silverado 1500,excellent,8.0,gas,15569.0,automatic,truck,black,1.0,2018-09-20,42
50672,15000,2006.0,gmc sierra,excellent,8.0,gas,170000.0,automatic,pickup,white,1.0,2018-09-30,10
50679,20990,2016.0,ford f-250 sd,good,8.0,gas,97249.0,automatic,truck,white,1.0,2019-03-15,77
50682,34985,2017.0,ram 3500,excellent,6.0,diesel,70609.0,automatic,pickup,white,1.0,2019-02-26,5
50688,10900,2012.0,subaru forester,excellent,4.0,gas,86589.0,automatic,SUV,silver,1.0,2018-09-02,11
50696,4200,2008.0,ford explorer,good,6.0,gas,154665.0,automatic,SUV,black,1.0,2018-09-25,150
50697,6500,2010.0,subaru forester,excellent,4.0,gas,127743.0,automatic,SUV,grey,1.0,2018-06-15,84
50700,16995,2014.0,chevrolet silverado 1500,good,8.0,gas,118261.0,automatic,truck,custom,1.0,2019-03-17,7
50704,18995,2011.0,ford f-150,excellent,8.0,gas,87500.0,automatic,truck,blue,1.0,2019-01-21,34
50706,13995,2013.0,nissan frontier,excellent,6.0,gas,77000.0,automatic,truck,black,1.0,2018-08-18,40
50712,22995,2014.0,ram 1500,excellent,8.0,gas,88000.0,automatic,truck,black,1.0,2018-12-01,44
50713,24459,2007.0,ram 3500,excellent,6.0,diesel,70000.0,automatic,truck,grey,1.0,2018-08-28,26
50714,31000,2015.0,ford f-150,excellent,8.0,gas,62000.0,automatic,truck,black,1.0,2018-05-30,123
50715,44995,2016.0,ram 3500,excellent,6.0,diesel,57000.0,automatic,truck,white,1.0,2019-02-25,32
50717,12995,2012.0,chevrolet silverado 1500,excellent,6.0,gas,86000.0,automatic,truck,red,1.0,2019-02-19,38
50719,23995,2009.0,gmc sierra 2500hd,excellent,8.0,diesel,143800.0,automatic,truck,black,1.0,2018-12-07,80
50722,4995,2006.0,honda cr-v,excellent,4.0,gas,183000.0,automatic,SUV,brown,1.0,2018-08-26,34
50724,13996,2014.0,ford f-150,excellent,6.0,gas,105000.0,automatic,truck,green,1.0,2018-11-04,30
50725,25995,2014.0,ram 2500,excellent,8.0,gas,58000.0,automatic,truck,white,1.0,2019-02-02,21
50727,28994,2012.0,chevrolet silverado 2500hd,excellent,8.0,diesel,83000.0,automatic,truck,silver,1.0,2019-04-11,6
50728,19264,2013.0,chevrolet silverado 2500hd,excellent,8.0,gas,101000.0,automatic,truck,custom,1.0,2019-04-17,27
50729,17459,2011.0,chevrolet silverado 1500,excellent,8.0,gas,70000.0,automatic,truck,white,1.0,2019-02-06,56
50730,12500,2011.0,ram 1500,excellent,8.0,gas,118275.0,automatic,offroad,blue,1.0,2018-11-19,42
50732,16998,2011.0,chevrolet silverado 1500,excellent,8.0,gas,93000.0,automatic,truck,white,1.0,2019-04-10,12
50733,15495,2010.0,chevrolet silverado 1500,excellent,8.0,gas,103000.0,automatic,truck,white,1.0,2018-08-22,4
50734,23723,2011.0,gmc sierra 2500hd,excellent,8.0,diesel,130000.0,automatic,truck,grey,1.0,2019-03-13,13
50735,16995,2011.0,chevrolet silverado 1500,excellent,8.0,gas,136000.0,automatic,truck,black,1.0,2019-01-29,40
50737,7999,2012.0,chevrolet traverse,excellent,6.0,gas,151754.0,automatic,SUV,white,1.0,2019-03-15,14
50739,24600,2014.0,chevrolet silverado 1500 crew,good,6.0,other,85048.0,automatic,pickup,silver,1.0,2019-02-24,20
50747,11450,2004.0,jeep wrangler,like new,6.0,gas,112723.0,manual,offroad,red,1.0,2018-10-11,16
50748,7995,2010.0,toyota sienna,good,6.0,gas,133831.0,automatic,mini-van,custom,1.0,2018-05-24,128
50749,17995,2012.0,ford f-250 sd,excellent,8.0,gas,77324.0,automatic,truck,white,1.0,2018-05-15,44
50759,5995,2007.0,toyota rav4,good,4.0,gas,106000.0,automatic,SUV,custom,1.0,2019-04-06,36
50760,5900,2008.0,honda cr-v,good,4.0,gas,160000.0,automatic,SUV,blue,1.0,2019-01-08,24
50763,9950,2012.0,jeep grand cherokee,excellent,6.0,gas,110000.0,automatic,SUV,silver,1.0,2018-11-29,47
50767,9450,2008.0,chevrolet tahoe,good,8.0,gas,136000.0,automatic,wagon,blue,1.0,2019-03-04,50
50773,10995,2011.0,toyota tacoma,good,4.0,gas,161000.0,automatic,truck,red,1.0,2018-06-20,48
50778,8995,2013.0,subaru forester,good,4.0,gas,64300.0,manual,SUV,custom,1.0,2018-12-06,26
50782,33995,2014.0,jeep grand cherokee,good,8.0,gas,90753.0,automatic,SUV,grey,1.0,2018-06-12,22
50783,1850,1998.0,subaru forester,excellent,4.0,gas,157100.0,automatic,wagon,black,1.0,2019-02-18,45
50787,4800,2004.0,chevrolet silverado 2500hd,good,8.0,gas,196000.0,automatic,truck,white,1.0,2018-06-03,14
50790,23995,2012.0,jeep wrangler unlimited,good,6.0,gas,100069.0,automatic,SUV,white,1.0,2018-08-12,39
50793,24495,2016.0,toyota 4runner,good,6.0,gas,117494.0,automatic,SUV,black,1.0,2018-10-27,95
50799,4995,2008.0,ford escape,excellent,6.0,gas,150675.0,automatic,SUV,silver,1.0,2019-01-01,48
50802,3650,2008.0,subaru impreza,excellent,4.0,gas,141337.0,automatic,sedan,black,1.0,2018-11-26,65
50803,11800,2012.0,buick enclave,like new,6.0,gas,105680.0,manual,SUV,white,1.0,2019-02-10,71
50814,8500,2002.0,chevrolet silverado 1500,good,10.0,gas,252000.0,automatic,truck,custom,1.0,2018-09-08,3
50821,6950,2005.0,chevrolet silverado 1500,good,8.0,gas,108000.0,automatic,pickup,silver,1.0,2018-06-19,72
50825,3000,1994.0,dodge dakota,fair,6.0,gas,143000.0,automatic,pickup,green,1.0,2018-08-05,76
50826,11995,2011.0,gmc yukon,good,8.0,gas,176962.0,automatic,SUV,black,1.0,2018-05-01,8
50829,27000,2017.0,chevrolet silverado 1500,like new,8.0,gas,34000.0,automatic,truck,white,1.0,2018-08-22,31
50832,11550,2011.0,jeep grand cherokee,good,8.0,gas,126187.0,automatic,SUV,red,1.0,2018-07-02,18
50833,38488,2018.0,ford f250,like new,8.0,gas,29000.0,automatic,truck,white,1.0,2018-07-25,39
50839,475,2018.0,gmc sierra 1500,like new,8.0,gas,6500.0,automatic,truck,black,1.0,2018-07-10,18
50841,13995,2006.0,ford f250,like new,8.0,gas,94293.0,automatic,truck,grey,1.0,2018-05-01,10
50842,2999,2004.0,jeep grand cherokee,excellent,6.0,gas,135400.0,automatic,SUV,silver,1.0,2018-09-08,40
50849,11800,2008.0,ford f-250 super duty,good,8.0,gas,104470.0,automatic,pickup,brown,1.0,2018-06-21,11
50857,5250,2009.0,subaru forester,excellent,4.0,gas,136000.0,automatic,SUV,silver,1.0,2018-09-23,21
50870,12995,2008.0,chevrolet silverado 1500,excellent,8.0,gas,135699.0,automatic,truck,blue,1.0,2018-09-04,14
50872,15995,2011.0,jeep wrangler,excellent,6.0,gas,118371.0,automatic,SUV,orange,1.0,2019-01-16,11
50873,9500,2007.0,toyota rav4,excellent,4.0,gas,81392.0,automatic,SUV,silver,1.0,2019-03-04,13
50877,4495,2008.0,nissan rogue,good,4.0,gas,138340.0,automatic,wagon,white,1.0,2018-10-07,56
50878,3995,2011.0,nissan rogue,good,4.0,gas,157000.0,automatic,wagon,red,1.0,2018-06-16,23
50883,11995,2006.0,jeep wrangler,excellent,6.0,gas,136242.0,automatic,SUV,silver,1.0,2019-04-14,17
50886,8500,2003.0,ford f150,excellent,8.0,gas,115932.0,automatic,truck,green,1.0,2018-06-07,3
50891,29900,2014.0,ram 2500,excellent,8.0,gas,42000.0,automatic,pickup,black,1.0,2018-05-07,35
50898,3199,2007.0,chevrolet trailblazer,excellent,6.0,gas,192500.0,automatic,SUV,grey,1.0,2018-11-08,18
50900,13750,2005.0,ford f-250 super duty,good,8.0,diesel,170000.0,automatic,truck,red,1.0,2019-03-03,83
50908,3200,2003.0,subaru forester,good,4.0,gas,186333.0,automatic,sedan,red,1.0,2018-08-25,72
50912,9995,2013.0,subaru outback,excellent,4.0,gas,99577.0,automatic,SUV,white,1.0,2019-02-15,37
50920,13995,2008.0,jeep wrangler,excellent,6.0,gas,53663.0,automatic,SUV,custom,1.0,2018-11-10,72
50930,4900,2007.0,chevrolet trailblazer,good,6.0,gas,141858.0,automatic,SUV,grey,1.0,2018-08-24,15
50931,18200,2012.0,ram 1500,excellent,8.0,gas,70400.0,automatic,pickup,black,1.0,2018-07-08,46
50933,5500,2002.0,nissan frontier,good,6.0,gas,129000.0,manual,offroad,red,1.0,2018-07-02,38
50934,1675,2003.0,ford escape,good,6.0,gas,104000.0,automatic,SUV,red,1.0,2018-06-27,35
50936,7990,2012.0,subaru impreza,excellent,4.0,gas,110000.0,manual,hatchback,silver,1.0,2018-08-14,63
50937,8900,2007.0,gmc yukon,good,8.0,gas,158454.0,automatic,SUV,blue,1.0,2019-01-28,5
50942,11800,2005.0,jeep wrangler,like new,6.0,gas,163731.0,automatic,SUV,white,1.0,2018-10-13,85
50945,3900,2008.0,ford escape,good,4.0,gas,179778.0,automatic,SUV,brown,1.0,2018-07-29,109
50948,32999,2015.0,ram 2500,good,6.0,diesel,144413.0,automatic,truck,black,1.0,2018-08-09,33
50950,32499,2013.0,ram 2500,good,6.0,diesel,140516.0,automatic,truck,grey,1.0,2018-12-23,91
50951,30999,2011.0,ram 2500,good,6.0,diesel,148604.0,automatic,truck,black,1.0,2018-08-03,67
50953,25499,2012.0,ram 2500,good,6.0,diesel,162440.0,automatic,truck,white,1.0,2019-02-04,25
50955,7000,2006.0,ford f150,excellent,8.0,gas,138000.0,automatic,pickup,blue,1.0,2018-09-05,37
50956,4750,2009.0,ford escape,good,6.0,gas,156708.0,automatic,SUV,red,1.0,2019-02-24,6
50959,10700,2007.0,chevrolet silverado 1500,excellent,8.0,gas,170304.0,automatic,truck,red,1.0,2018-05-02,89
50964,19900,2011.0,gmc yukon,excellent,8.0,gas,82563.0,automatic,SUV,white,1.0,2019-01-25,53
50965,7900,2001.0,jeep wrangler,excellent,4.0,gas,231089.0,manual,SUV,yellow,1.0,2018-08-15,44
50966,9500,2010.0,toyota tundra,fair,8.0,gas,165000.0,automatic,truck,silver,1.0,2018-05-25,10
50970,18900,2013.0,chevrolet silverado,excellent,8.0,gas,158353.0,automatic,truck,blue,1.0,2018-10-09,44
50974,7800,1997.0,toyota tacoma,good,6.0,gas,212234.0,automatic,truck,white,1.0,2018-07-30,77
50976,10495,2011.0,chevrolet traverse,excellent,6.0,gas,135000.0,automatic,SUV,black,1.0,2018-06-25,36
50980,12995,2013.0,chevrolet suburban,excellent,8.0,gas,187356.0,automatic,SUV,silver,1.0,2018-11-17,29
50982,25495,2017.0,chevrolet silverado,excellent,6.0,gas,89884.0,automatic,truck,white,1.0,2018-06-17,20
50986,3900,2003.0,jeep liberty,good,6.0,gas,151000.0,automatic,SUV,red,1.0,2019-04-15,39
50987,27995,2017.0,ford f250,excellent,8.0,gas,103366.0,automatic,truck,white,1.0,2018-05-10,19
50990,5900,2010.0,gmc yukon,good,8.0,gas,232760.0,automatic,SUV,red,1.0,2019-02-06,16
50993,2200,1999.0,ford f-150,fair,4.0,gas,296000.0,manual,truck,blue,1.0,2018-12-08,71
50998,14999,2012.0,ford explorer,excellent,6.0,gas,143856.0,automatic,SUV,white,1.0,2018-07-02,24
51000,14995,2012.0,chevrolet silverado 1500,good,8.0,gas,114587.0,automatic,truck,grey,1.0,2018-09-04,10
51001,13889,2005.0,gmc sierra 2500hd,good,8.0,gas,95914.0,automatic,truck,custom,1.0,2019-04-04,28
51003,4500,2007.0,chevrolet trailblazer,good,6.0,gas,108000.0,automatic,SUV,black,1.0,2019-03-27,54
51004,3000,1999.0,ford f-250,fair,8.0,gas,191414.0,automatic,pickup,red,1.0,2018-09-19,39
51014,7000,1990.0,jeep wrangler,good,6.0,gas,131000.0,manual,SUV,red,1.0,2018-12-06,49
51017,22975,2012.0,ram 2500,excellent,6.0,diesel,119546.0,automatic,pickup,white,1.0,2018-12-25,43
51026,2500,2014.0,ford f150,excellent,8.0,gas,114000.0,automatic,truck,white,1.0,2018-08-27,31
51027,7500,2005.0,ram 1500,excellent,8.0,gas,171000.0,automatic,truck,silver,1.0,2018-08-19,62
51034,14950,2013.0,chevrolet silverado 1500,excellent,8.0,gas,140303.0,automatic,truck,white,1.0,2018-12-02,13
51035,19300,2014.0,ford f350,excellent,8.0,gas,204293.0,automatic,truck,white,1.0,2018-10-29,15
51036,8500,2013.0,subaru impreza,excellent,4.0,gas,43000.0,automatic,sedan,blue,1.0,2018-07-29,28
51063,5500,1990.0,gmc sierra 1500,fair,8.0,gas,312000.0,automatic,truck,blue,1.0,2018-07-13,21
51065,10874,2012.0,ford expedition,good,8.0,gas,122110.0,automatic,SUV,black,1.0,2018-07-12,40
51066,14995,2014.0,chevrolet silverado,like new,6.0,gas,174240.0,automatic,truck,white,1.0,2019-02-27,56
51067,7495,2007.0,jeep grand cherokee,like new,6.0,gas,118730.0,automatic,SUV,white,1.0,2018-11-12,24
51071,5300,2001.0,toyota tundra,good,8.0,gas,185000.0,automatic,pickup,purple,1.0,2019-04-08,86
51074,21675,2016.0,ford explorer,good,6.0,gas,87778.0,automatic,SUV,silver,1.0,2018-11-13,49
51076,17995,2011.0,chevrolet silverado,like new,8.0,gas,92038.0,automatic,truck,silver,1.0,2018-11-14,25
51077,13400,2006.0,toyota tundra,excellent,8.0,gas,138200.0,automatic,truck,white,1.0,2018-07-23,31
51078,3250,2001.0,ford f150,fair,8.0,gas,296000.0,automatic,truck,black,1.0,2018-12-26,48
51081,19995,2010.0,ram 2500,excellent,8.0,gas,98000.0,automatic,truck,black,1.0,2018-07-25,5
51083,23995,2015.0,jeep wrangler,excellent,6.0,gas,81500.0,automatic,SUV,white,1.0,2019-02-08,36
51085,22995,2017.0,chevrolet traverse,excellent,6.0,gas,35500.0,automatic,SUV,custom,1.0,2018-10-02,23
51086,23100,2019.0,nissan rogue,excellent,4.0,gas,20800.0,automatic,SUV,black,1.0,2019-03-16,34
51087,7995,2006.0,ford f-150,excellent,6.0,gas,197000.0,automatic,truck,black,1.0,2018-11-22,10
51088,27704,2018.0,chevrolet silverado 1500,excellent,8.0,gas,17000.0,automatic,truck,silver,1.0,2018-05-28,63
51091,9988,2011.0,nissan murano,good,6.0,gas,84841.0,automatic,SUV,black,1.0,2019-02-27,20
51097,13488,2016.0,nissan rogue,good,4.0,gas,55189.0,automatic,SUV,silver,1.0,2018-05-13,52
51099,24988,2015.0,toyota tacoma,good,6.0,gas,45506.0,automatic,truck,grey,1.0,2018-07-25,80
51102,7500,2012.0,nissan rogue,excellent,4.0,gas,121339.0,automatic,SUV,blue,1.0,2018-09-20,57
51106,33999,2014.0,ram 2500,good,8.0,diesel,134141.0,automatic,truck,white,1.0,2018-05-10,39
51109,34499,2017.0,ram 3500,good,6.0,diesel,123187.0,automatic,truck,black,1.0,2018-08-16,72
51116,15500,2012.0,ford f-250 super duty,excellent,8.0,diesel,176334.0,automatic,pickup,white,1.0,2018-06-26,39
51119,30000,2016.0,ford f-150,excellent,8.0,gas,72418.0,automatic,truck,silver,1.0,2018-08-24,28
51122,48000,2018.0,chevrolet suburban,like new,8.0,gas,15500.0,automatic,SUV,white,1.0,2018-09-08,109
51126,9900,2005.0,gmc sierra 2500hd,good,8.0,diesel,284501.0,automatic,truck,white,1.0,2018-11-07,42
51129,16500,2010.0,jeep wrangler,good,6.0,gas,138026.0,automatic,SUV,green,1.0,2019-02-16,25
51130,13900,2015.0,jeep cherokee,good,4.0,gas,82736.0,automatic,SUV,white,1.0,2019-03-28,22
51131,18100,2011.0,gmc sierra 1500,good,8.0,gas,146460.0,automatic,truck,red,1.0,2018-09-12,35
51135,8900,2005.0,chevrolet silverado 1500,good,8.0,gas,205176.0,automatic,truck,white,1.0,2018-11-02,51
51138,14900,2004.0,ram 2500,good,6.0,diesel,273145.0,automatic,truck,custom,1.0,2019-04-08,18
51140,9900,2010.0,ford f-150,like new,8.0,gas,150000.0,automatic,pickup,silver,1.0,2018-07-10,14
51143,4900,2006.0,bmw x5,excellent,6.0,gas,207000.0,automatic,truck,white,1.0,2019-01-13,52
51147,31990,2018.0,chevrolet silverado 1500,excellent,8.0,gas,10892.0,automatic,truck,silver,1.0,2018-11-04,57
51148,35990,2016.0,ram 2500,excellent,8.0,gas,73387.0,automatic,truck,white,1.0,2018-11-10,15
51151,14990,2014.0,ford explorer,excellent,6.0,gas,118314.0,automatic,SUV,silver,1.0,2018-12-21,3
51158,24990,2016.0,ford f-150,excellent,6.0,gas,77851.0,automatic,truck,white,1.0,2018-06-24,40
51169,30300,2017.0,ford f150 supercrew cab xlt,good,6.0,gas,30339.0,automatic,pickup,brown,1.0,2018-10-22,55
51181,8797,2012.0,chevrolet equinox,excellent,6.0,gas,96697.0,automatic,SUV,white,1.0,2018-12-25,83
51184,23800,2019.0,nissan frontier crew cab sv,good,6.0,gas,10899.0,other,pickup,silver,1.0,2019-01-30,42
51186,24100,2013.0,chevrolet silverado 1500 crew,good,8.0,gas,55315.0,other,pickup,white,1.0,2018-11-27,15
51187,32000,2013.0,ford f250 super duty,like new,8.0,diesel,107354.0,automatic,pickup,black,1.0,2018-05-18,77
51193,30999,2018.0,toyota 4runner,good,6.0,gas,26760.0,automatic,SUV,white,1.0,2018-07-08,23
51198,21400,2013.0,ford f150 supercrew cab xlt,good,6.0,gas,89987.0,other,pickup,black,1.0,2019-01-23,34
51199,1750,2003.0,chevrolet silverado 1500,good,8.0,gas,229139.0,automatic,pickup,red,1.0,2018-11-11,88
51212,41788,2018.0,chevrolet silverado 2500hd,excellent,8.0,diesel,55621.0,automatic,truck,white,1.0,2018-10-08,25
51213,5200,2003.0,toyota rav4,good,4.0,gas,118000.0,manual,pickup,grey,1.0,2018-11-03,18
51217,29500,2016.0,ram 2500,excellent,8.0,gas,41500.0,automatic,pickup,white,1.0,2019-01-01,31
51219,22900,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,73711.0,automatic,pickup,white,1.0,2019-04-17,36
51220,7990,2012.0,subaru impreza,excellent,4.0,gas,110000.0,manual,hatchback,silver,1.0,2019-04-13,37
51223,2000,2005.0,ford f-150,like new,8.0,gas,169000.0,automatic,truck,red,1.0,2019-02-23,103
51227,8495,2007.0,jeep wrangler,excellent,6.0,gas,135000.0,manual,SUV,black,1.0,2018-12-03,39
51228,6775,2008.0,nissan rogue,like new,4.0,gas,128000.0,automatic,SUV,white,1.0,2019-03-24,8
51229,17750,2014.0,ford f-150,excellent,6.0,gas,108691.0,automatic,truck,white,1.0,2019-03-19,29
51230,5900,2012.0,subaru impreza,excellent,4.0,gas,102000.0,manual,sedan,white,1.0,2018-07-20,13
51233,2000,2005.0,ford escape,excellent,6.0,gas,212780.0,automatic,SUV,silver,1.0,2018-09-16,35
51253,1000,2002.0,jeep grand cherokee laredo,fair,6.0,gas,175000.0,automatic,SUV,silver,1.0,2018-08-27,10
51266,2200,2005.0,ford focus,good,4.0,gas,160000.0,automatic,sedan,red,1.0,2018-07-05,14
51269,5995,2009.0,jeep grand cherokee,excellent,6.0,gas,117255.0,automatic,SUV,white,1.0,2018-07-29,23
51281,18500,2015.0,ford explorer,like new,6.0,gas,94000.0,automatic,SUV,grey,1.0,2019-01-02,16
51283,32340,2018.0,ram 1500,excellent,8.0,gas,8394.0,automatic,truck,white,1.0,2018-05-06,14
51286,27500,2017.0,ram 1500,like new,8.0,gas,48800.0,automatic,truck,grey,1.0,2018-06-14,38
51289,7500,2012.0,ford escape,excellent,6.0,gas,217000.0,automatic,SUV,white,1.0,2019-02-17,40
51291,47995,2018.0,ford f-250 sd,good,8.0,diesel,7073.0,automatic,truck,silver,1.0,2018-08-03,23
51301,25500,2014.0,ford f-150,good,6.0,gas,88705.0,automatic,pickup,white,1.0,2018-08-25,14
51302,15900,2012.0,chevrolet colorado,excellent,5.0,gas,55555.0,automatic,truck,red,1.0,2019-01-24,37
51305,13600,2004.0,jeep wrangler,excellent,6.0,gas,119000.0,automatic,truck,silver,1.0,2018-07-01,27
51306,10995,2008.0,jeep wrangler unlimited,excellent,6.0,gas,179176.0,automatic,SUV,silver,1.0,2019-04-14,39
